SubscriptionId,InvestorId,ProductId,ProductCategory,LoanApplicationId,IsFinalPayBack,IsThirdPartyConfirmed,num_loan,num_batch,last_payment_late,PaidLate,IsDefaulted
SubscriptionId_7,InvestorId_1,ProductId_15,utility_bill,LoanApplicationId_693,0,1,1,2,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_15,utility_bill,LoanApplicationId_693,1,1,1,2,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_8,data_bundles,LoanApplicationId_970,1,1,4,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_3,airtime,LoanApplicationId_794,1,1,10,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_15,utility_bill,LoanApplicationId_1287,0,1,7,3,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_15,utility_bill,LoanApplicationId_1287,0,1,7,3,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_15,utility_bill,LoanApplicationId_1287,1,1,7,3,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_8,data_bundles,LoanApplicationId_272,1,1,2,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_7,airtime,LoanApplicationId_1377,1,1,13,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_3,airtime,LoanApplicationId_347,1,1,3,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_7,airtime,LoanApplicationId_1438,1,1,28,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_7,airtime,LoanApplicationId_90,1,1,97,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_7,airtime,LoanApplicationId_1133,1,1,28,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_3,airtime,LoanApplicationId_618,1,1,12,1,1,True,0
SubscriptionId_7,InvestorId_1,ProductId_3,airtime,LoanApplicationId_1339,1,1,12,1,1,True,0
SubscriptionId_7,InvestorId_1,ProductId_2,data_bundles,LoanApplicationId_127,1,1,28,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_2,data_bundles,LoanApplicationId_887,1,1,28,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_3,airtime,LoanApplicationId_151,1,1,97,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_2,data_bundles,LoanApplicationId_168,1,1,28,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_7,airtime,LoanApplicationId_852,1,1,97,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_3,airtime,LoanApplicationId_516,1,1,97,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_7,airtime,LoanApplicationId_149,1,1,1,1,1,True,0
SubscriptionId_7,InvestorId_1,ProductId_7,airtime,LoanApplicationId_503,1,1,21,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_7,airtime,LoanApplicationId_885,1,1,21,1,1,True,0
SubscriptionId_7,InvestorId_1,ProductId_7,airtime,LoanApplicationId_764,1,1,97,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_7,airtime,LoanApplicationId_154,1,1,97,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_3,airtime,LoanApplicationId_78,1,1,21,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_3,airtime,LoanApplicationId_77,1,1,97,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_7,airtime,LoanApplicationId_1219,1,1,13,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_7,airtime,LoanApplicationId_411,1,1,24,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_3,airtime,LoanApplicationId_1350,1,1,1,1,1,True,0
SubscriptionId_7,InvestorId_1,ProductId_7,airtime,LoanApplicationId_1357,1,1,24,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_8,data_bundles,LoanApplicationId_1471,1,1,1,1,1,True,0
SubscriptionId_7,InvestorId_1,ProductId_4,data_bundles,LoanApplicationId_1294,1,1,11,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_3,airtime,LoanApplicationId_624,1,1,4,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_4,data_bundles,LoanApplicationId_1398,1,1,97,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_4,data_bundles,LoanApplicationId_1057,1,1,3,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_7,airtime,LoanApplicationId_393,1,1,97,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_7,airtime,LoanApplicationId_240,1,1,97,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_7,airtime,LoanApplicationId_1368,1,1,97,1,0,False,0
SubscriptionId_1,InvestorId_2,ProductId_4,data_bundles,LoanApplicationId_778,0,1,10,2,1,False,0
SubscriptionId_1,InvestorId_2,ProductId_4,data_bundles,LoanApplicationId_778,1,1,10,2,1,True,0
SubscriptionId_7,InvestorId_1,ProductId_15,utility_bill,LoanApplicationId_954,1,1,13,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_1,airtime,LoanApplicationId_1422,1,1,2,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_2,data_bundles,LoanApplicationId_1231,1,1,28,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_3,airtime,LoanApplicationId_1310,1,1,7,1,1,True,0
SubscriptionId_7,InvestorId_1,ProductId_4,data_bundles,LoanApplicationId_112,1,1,10,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_4,data_bundles,LoanApplicationId_418,1,1,21,1,1,True,0
SubscriptionId_7,InvestorId_1,ProductId_3,airtime,LoanApplicationId_1425,1,1,97,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_7,airtime,LoanApplicationId_1395,1,1,97,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_3,airtime,LoanApplicationId_1081,0,1,3,2,1,True,0
SubscriptionId_7,InvestorId_1,ProductId_3,airtime,LoanApplicationId_1081,1,1,3,2,1,True,0
SubscriptionId_7,InvestorId_1,ProductId_7,airtime,LoanApplicationId_94,1,1,21,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_3,airtime,LoanApplicationId_1084,1,1,1,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_15,utility_bill,LoanApplicationId_1087,1,1,21,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_3,airtime,LoanApplicationId_530,1,1,13,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_7,airtime,LoanApplicationId_1502,1,1,21,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_7,airtime,LoanApplicationId_964,1,1,21,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_7,airtime,LoanApplicationId_838,1,1,21,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_3,airtime,LoanApplicationId_342,1,1,3,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_7,airtime,LoanApplicationId_19,1,1,13,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_3,airtime,LoanApplicationId_1473,1,1,13,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_7,airtime,LoanApplicationId_1573,1,1,13,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_3,airtime,LoanApplicationId_490,1,1,11,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_3,airtime,LoanApplicationId_587,1,1,11,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_3,airtime,LoanApplicationId_1451,1,1,10,1,1,True,0
SubscriptionId_7,InvestorId_1,ProductId_3,airtime,LoanApplicationId_1014,1,1,10,1,1,True,0
SubscriptionId_7,InvestorId_1,ProductId_7,airtime,LoanApplicationId_996,1,1,28,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_3,airtime,LoanApplicationId_858,1,1,1,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_8,data_bundles,LoanApplicationId_752,1,1,10,1,1,True,0
SubscriptionId_1,InvestorId_2,ProductId_4,data_bundles,LoanApplicationId_1597,1,1,16,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_3,airtime,LoanApplicationId_274,1,1,3,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_7,airtime,LoanApplicationId_11,1,1,24,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_3,airtime,LoanApplicationId_555,1,1,3,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_7,airtime,LoanApplicationId_1458,0,1,4,3,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_7,airtime,LoanApplicationId_1458,0,1,4,3,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_7,airtime,LoanApplicationId_1458,1,1,4,3,0,True,0
SubscriptionId_7,InvestorId_1,ProductId_7,airtime,LoanApplicationId_244,1,1,2,1,1,True,0
SubscriptionId_7,InvestorId_1,ProductId_3,airtime,LoanApplicationId_906,1,1,2,1,1,True,0
SubscriptionId_7,InvestorId_1,ProductId_7,airtime,LoanApplicationId_580,1,1,10,1,1,True,0
SubscriptionId_7,InvestorId_1,ProductId_3,airtime,LoanApplicationId_1479,1,1,4,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_4,data_bundles,LoanApplicationId_657,1,1,24,1,0,False,0
SubscriptionId_1,InvestorId_2,ProductId_7,airtime,LoanApplicationId_1195,1,1,13,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_4,data_bundles,LoanApplicationId_193,1,1,24,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_4,data_bundles,LoanApplicationId_37,1,1,24,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_7,airtime,LoanApplicationId_1578,1,1,21,1,1,True,0
SubscriptionId_7,InvestorId_1,ProductId_15,utility_bill,LoanApplicationId_1366,1,1,8,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_3,airtime,LoanApplicationId_480,1,1,8,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_8,data_bundles,LoanApplicationId_395,1,1,6,1,1,True,0
SubscriptionId_7,InvestorId_1,ProductId_3,airtime,LoanApplicationId_138,1,1,9,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_4,data_bundles,LoanApplicationId_515,1,1,9,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_7,airtime,LoanApplicationId_740,1,1,3,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_7,airtime,LoanApplicationId_986,1,1,4,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_7,airtime,LoanApplicationId_471,0,1,2,2,1,True,0
SubscriptionId_7,InvestorId_1,ProductId_7,airtime,LoanApplicationId_471,1,1,2,2,1,True,0
SubscriptionId_7,InvestorId_1,ProductId_7,airtime,LoanApplicationId_386,1,1,2,1,1,True,0
SubscriptionId_7,InvestorId_1,ProductId_4,data_bundles,LoanApplicationId_1508,0,1,7,2,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_4,data_bundles,LoanApplicationId_1508,1,1,7,2,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_4,data_bundles,LoanApplicationId_1562,1,1,4,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_4,data_bundles,LoanApplicationId_655,1,1,11,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_3,airtime,LoanApplicationId_577,1,1,12,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_7,airtime,LoanApplicationId_989,1,1,2,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_7,airtime,LoanApplicationId_895,1,1,1,1,0,False,0
SubscriptionId_7,InvestorId_1,ProductId_8,data_bundles,LoanApplicationId_901,1,1,7,1,0,False,0
SubscriptionId_1,InvestorId_2,ProductId_7,airtime,LoanApplicationId_525,0,1,1,2,0,False,0
